"지도자
 안전교육
참석자",,강원석/안성진/정종섭/박형민/정상은/배준범/이효동/오최근/이상록/정신우/박미소/김소희/,,,,,,,,,,21명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,김다운/신용철/하지성/유지현/김범수/최누리/오승환/이한솔/하원혁/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지도자       안전교육  내용,,응급후송체계 숙지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,당직근무 철저,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,프로그램 전후 인솔 철저,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
참가자      안전교육     내용,,"화재, 방호, 천재지변 등 비상시 대처 요령 교육 및 비상대피로 안내",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"성희롱, 성폭력 방지 예방 교육 및 수호천사제도 안내",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,각 프로그램별 사전 안전교육 실시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중점업무     사항,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교육/세미나,,"NASA Museum Alliance 원격회의(11.12., 박형민,김태우)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"신입직원 연구발표(11.12., 박미소,최누리)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강의/출장,,"한국청소년활동진흥원지부 총회 참석(11.11., 천안, 김태우,정훈,최윤호,김정은)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"청소년지도자 보수교육(11.12.~14., 천안, 정신우,하지성)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"퍼실리테이터 교육 참석(11.14.~16., 서울, 김다운)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기타,,"취업역량강화 자격취득캠프 참석(11.14.~15., 여수, 오승환,이한솔)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"신입직원 역량강화교육 참석(11.12.~15., 평창, 최누리,박미소,김소희)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"2019 우주전파환경 기술워크숍 참석(11.14.~15., 수원, 박형민)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일자,,11.11.(월),,,//윤호준범지성(R&D) 미소누리 태우훈윤호정은(출장)/,,,,,,,,,,,REV:,2020-01-03 9:54,,,,,,,,,,,,,,,,다운 신우 / 지현,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사업/단체,,둥근세상만들기캠프,,,,,,,,,,,,보들대학(성진),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학년/인원,,"초2~중3/134명, 담당:상은, 신규효과성 측정단체",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안전교육,,효동/영상관,,,,,,지현/세미나실,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입퇴소보조,,승환 원혁,,,,,,한솔  소희(여)상록(맺),,,,,,,,,,,,,,,,,,,다운 / 상록 훈 용철,,,,,,,,,,,,,,,,,,,,,,
,,신규효과성 측정단체,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
특이사항,,"충주 중앙초(40), 김제 금산초(4), 금산교육지원청(41)",,,,,,,,,,,,,,,,,,,,,,,,,,,,최근상록다운용철/원석*2,,,,,,,,,원석,,,,,,,,,,
,,"월계지역아동센터(9), 남원 용북중(40)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분,,"A(초44)-충주(40),김제(4)",,,"B(초50)-금산(41),월계(9)",,,C(중40)-남원(40),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,방송/식당:신.우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:30~17:40,,특정좌표에 발사체 안착,,,로켓의 안정성과 폼로켓,,,장비체험/SOS체험,,,,,,,,,,,,,,,,,,,,,,,,,,,,윤호 상록 지현 / 원석,,,,,,,,,,,,,
담당,,효동,,,상록,,,다운 신우 / 지현,,,,,,,,,,,,,,,,,,,효동 상은 / 원석,,,,,,,,,,,,,,,,,,,,,,
보조,,승환,,,소희,,,성진,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
비고/장소,,세미나실,,,팀미팅룸,,,MW MAT 4D / SOS,,,,,,,,,,,,,,,,,,,,,,상록 훈 지현 / 신우,,,신우 / 효동 윤호,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00~20:30,,천체투영교육 및 천체관측,,,,,,항공우주과학강연,,,,,,,,,사업/단체,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
담당,,지현,,,,,,최근,,,,,,,,,학년/인원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보조,,상록 범수 신우,,,,,,상은(야간방송),,,,,,,,,안전/포토,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
비고/장소,,천체투영관 하늘전망대,,,,,,영상관,,,,,,,,,구분/과정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
당직,,,,,형민,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일자,,11.12.(화),,,/형민/신우지성(출장) 태우지현(R&D) 누리미소소희/한솔(오후),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:30~11:40,,우주착륙선 설계,,,GPS오리엔티어링,,,로켓의 안정성과 폼로켓,,,방송/식당:용.철,,,신입직원 연구발표,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
담당,,최근,,,훈,,,용철,,,,,,미.소 누.리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보조,,한솔,,,정은 범수 ,,,승환,,,,,,,,,전,,,,,월요일-금요일 통합,,,,,7일 통합,,,,,,,,,,,,,,,,,,,,,,
비고/장소,,세미나실,,,영상관,,,팀미팅룸,,,,,,,,,담당,보조,근무,야근,,담당,보조,근무,야근,장비,근무,,,야근,,,장비,,,,,,,월,화,수,목,금,토,일,횟수,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10~15:20,,GPS오리엔티어링,,,우주착륙선 설계,,,특정좌표에 발사체 안착,,,,,,NMAK 원격회의(13~14),,원석,2,0,4,0,,4,0,8,0,4,8,,,0,,,4,,,원석,,,원석,0,0,2,2,0,0,0,4,,
담당,,준범,,,다운,,,윤호,,,,,,형.민 태.우,,성진,0,1,1,0,,0,2,2,0,0,2,,,0,,,0,,,성진,,,성진,1,0,0,1,0,0,0,2,,
보조,,상은 승환,,,범수,,,정은,,,,,,,,종섭,0,0,0,0,,0,0,0,0,0,0,,,0,,,0,,,종섭,,,종섭,0,0,0,0,0,0,0,0,,
비고/장소,,영상관,,,세미나실,,,팀미팅룸,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,,,0,,,0,,,,,,,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:30~17:40,,SOS체험/장비체험,,,특정좌표에 발사체 안착,,,GPS오리엔티어링,,,,,,,,형민,0,0,0,0,,0,0,0,0,0,0,,,0,,,0,,,,,,형민,0,0,0,0,0,0,0,0,,
담당,,다운 / 상록 훈 용철,,,준범,,,효동,,,,,,,,효동,4,2,10,1,,6,3,15,1,2,15,,,1,,,2,,,효동,,,효동,1,2,2,3,1,0,0,9,,
보조,,정.은,,,상은,,,최근 윤호,,,,,,,,상은,1,4,6,2,,3,4,10,2,1,10,,,2,,,1,,,상은,,,상은,1,3,1,2,0,0,0,7,,
비고/장소,,SOS / MW MMU 4D,,,세미나실,,,영상관,,,스페이스샵:범.수,,,,,준범,6,0,12,1,,8,1,17,2,0,17,,,2,,,0,,,준범,,,준범,0,2,3,2,1,0,0,8,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00~20:30,,항공우주과학강연,,,,,,천체투영교육 및 천체관측,,,,,,덕흥천문대 관측(화),,aaa,0,0,0,0,,0,0,0,0,0,0,,,0,,,0,,,,,,aaa,0,0,0,0,0,0,0,0,,
담당,,훈,,,,,,다운,,,,,,태우,,최근,4,2,10,2,,6,3,15,3,1,15,,,3,,,1,,,최근,,,최근,1,2,3,3,0,0,0,9,,
보조,,상은(야간방송),,,,,,효동 원혁,,,,,,,,상록,5,2,12,2,,7,3,17,2,4,17,,,2,,,4,,,상록,,,상록,2,1,3,3,1,0,0,10,,
비고/장소,,영상관,,,,,,천체투영관 하늘전망대,,,,,,바베큐파티(숙소),,신우,1,1,3,1,,3,1,7,1,3,7,,,1,,,3,,,,,,신우,2,0,0,0,2,0,0,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
당직,,,,,윤호,,,,,,,,,,,다운,5,0,10,1,,5,0,10,1,3,10,,,1,,,3,,,다운,,,다운,1,3,1,0,0,0,0,5,,
,,,,,,,,,,,,,,,,지성,0,0,0,0,,0,0,0,0,0,0,,,0,,,0,,,,,,지성,0,0,0,0,0,0,0,0,,
일자,,11.13.(수),,,/윤호/신우지성누리미소소희(출장) 훈정은상은신우태우지현(R&D)/한솔(오후),,,,,,,,,,,용철,4,2,10,1,,5,4,14,2,2,14,,,2,,,2,,,,,,용철,0,2,3,3,1,0,0,9,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:15~11:25,,로켓의 안정성과 폼로켓,,,(영)장비체험/SOS체험,,,우주착륙선 설계,,,방송/식당(오전점심):원.혁,,,(영)장비체험/SOS체험,,윤호,2,1,5,0,,6,1,13,1,2,13,,,1,,,2,,,윤호,,,윤호,0,2,0,4,1,0,0,7,,
담당,,준범,,,최근상록다운용철/원석*2,,,효동,,,,,,원석,,정은,0,4,4,1,,1,5,7,2,0,7,,,2,,,0,,,,,,정은,0,2,1,3,0,0,0,6,,
보조,,승환,,,,,,한솔,,,,,,원장님과 식사가능인원,,지현,2,0,4,1,,5,1,11,2,3,11,,,2,,,3,,,,,,지현,2,0,0,3,1,0,0,6,,
비고/장소,,팀미팅룸,,,MW MMU 4D / SOS,,,세미나실,,,방송/식당(오후저녁):용.철,,,성.진종.섭형.민용.철,,태우,2,1,5,2,,4,2,10,4,0,10,,,4,,,0,,,,,,태우,0,1,1,3,1,0,0,6,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사업/단체,,둥근세상만들기캠프,,,,,,,,,,,,상.은태.우흔,,훈,3,0,6,1,,4,0,8,1,2,8,,,1,,,2,,,,,,훈,0,3,0,0,1,0,0,4,,
학년/인원,,"초3~중3/135명, 담당자:정.은, (영)성남 러브릿지(13),인천간석3동지역아동센터(19),오산시드림스타트(20)",,,,,,,,,,,,(세)창녕군청소년센터(29),,범수,0,5,5,1,,0,7,7,1,0,7,,,1,,,0,,,,,,범수,1,2,1,2,1,0,0,7,,
안전,,최.근-승.환원.혁(여)신.우흔(맺)/세미나실,,,,,,준.범-범.수상.록(여)원.혁지.성(맺)/영상관,,,,,,    경상북도진흥원(20),,누리,0,0,0,0,,0,0,0,0,0,0,,,0,,,0,,,,,,누리,0,0,0,0,0,0,0,0,,
구분/과정,,"A(32)-성남(13),인천(19)",,,"B(31)-경북(11),오산(20)",,,C(30)-광주(30),,,D(42)-각 단체 중학생,,,    광주지역아동센터(33),,미소,0,0,0,0,,0,0,0,0,0,0,,,0,,,0,,,,,,미소,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:30~17:40,,특정좌표에 발사체 안착,,,로켓의 안정성과 폼로켓,,,GPS오리엔티어링,,,우주착륙선 설계,,,,,원혁,0,4,4,2,,0,7,7,2,0,7,,,2,,,0,,,원혁,,,원혁,0,1,2,3,1,0,0,7,,
담당,,최근,,,상은,,,효동,,,준범,,,,,승환,0,5,5,0,,0,5,5,0,0,5,,,0,,,0,,,,,,승환,1,2,2,0,0,0,0,5,,
보조,,승환,,,용철,,,상록 범수,,,원혁,,,,,한솔,0,2,2,0,,0,2,2,0,0,2,,,0,,,0,,,,,,한솔,0,1,1,0,0,0,0,2,,
비고/장소,,세미나실,,,소팀미팅룸,,,영상관,,,팀미팅룸,,,,,소희,0,1,1,0,,0,1,1,0,0,1,,,0,,,0,,,,,,소희,1,0,0,0,0,0,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00~20:30,,천체투영교육 및 천체관측,,,,,,,,,항공우주과학강연,,,덕흥천문대 관측(수),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
담당,,상록,,,,,,,,,준범,,,태우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보조,,용철 원혁 최근,,,,,,,,,정은(야간방송),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
비고/장소,,천체투영관 하늘전망대,,,,,,,,,영상관,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
당직,,,,,훈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일자,,11.14.(목),,,/훈/신우지성다운한솔승환누리미소소희형민(출장)/종섭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:30~11:40,,우주착륙선 설계,,,GPS오리엔티어링,,,로켓의 안정성과 폼로켓,,,특정좌표에 발사체 안착,,,방송/식당:원.혁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
담당,,상록,,,윤호,,,용철,,,준범,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보조,,효동,,,태우 원혁,,,범수,,,정은,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
비고/장소,,팀미팅룸,,,영상관,,,소팀미팅룸,,,세미나실,,,원장님 퇴임식(점심시간),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일자,,11.14.(목),,,/훈/신우지성다운한솔승환누리미소소희형민(출장)/종섭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사업/단체,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학년/인원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안전교육,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입퇴소보조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
포토스토리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분/과정,,"A(32)-성남(13),인천(19)",,,"B(31)-경북(11),오산(20)",,,C(30)-광주(30),,,D(42)-각 단체 중학생,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10~15:20,,GPS오리엔티어링,,,특정좌표에 발사체 안착,,,우주착륙선 설계,,,장비체험/SOS체험,,,,,,후,,,,,월요일-금요일 통합,,,,,,,,,,,,,,,,,,,,,,,,,,13:10~15:20,칸위치 변경하지 말 것
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
담당,,상은,,,최근,,,준범,,,윤호 상록 지현 / 원석,,,,,,담당,보조,근무,야근,,담당,보조,근무,야근,장비,,,,,,,,,,,,,,월,화,수,목,금,토,일,횟수,담당,
보조,,범수 효동,,,태우,,,원혁,,,성진,,,,,원석,2,0,4,0,,0,0,0,0,4,,,,,,,,,,,,,원석,0,0,2,2,0,0,0,4,보조,
장소,,영상관,,,세미나실,,,팀미팅룸,,,MW MAT 4D / SOS,,,,,성진,0,1,1,0,,0,2,2,0,0,,,,성진,,,,,,,,,성진,1,0,0,1,0,0,0,2,장소,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:30~17:40,,장비체험/SOS체험,,,우주착륙선 설계,,,특정좌표에 발사체 안착,,,GPS오리엔티어링,,,,,종섭,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,종섭,0,0,0,0,0,0,0,0,,
담당,,효동 상은 / 원석,,,정은,,,윤호,,,최근,,,,,,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,
보조,,태.우,,,용철,,,원혁,,,지현 상록,,,,,형민,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,형민,0,0,0,0,0,0,0,0,,
비고/장소,,MW MMU 4D / SOS,,,세미나실,,,팀미팅룸,,,영상관,,,스페이스샵:범.수,,효동,2,1,5,0,,6,3,15,1,2,,,,,,,,,,,,,효동,1,2,2,3,1,0,0,9,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00~20:30,,항공우주과학강연,,,,,,,,,천체투영교육 및 천체관측,,,덕흥천문대 관측(목),,상은,2,0,4,0,,3,4,10,2,1,,,,,,,,,,,,,상은,1,3,1,2,0,0,0,7,,
담당,,윤호,,,,,,,,,지현,,,태우,,준범,2,0,4,0,,8,1,17,2,0,,,,,,,,,,,,,준범,0,2,3,2,1,0,0,8,,
보조,,정은(야간방송),,,,,,,,,최근 용철,,,,,aaa,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,aaa,0,0,0,0,0,0,0,0,,
비고/장소,,영상관,,,,,,,,,천체투영관 하늘전망대,,,,,최근,2,1,5,1,,6,3,15,3,1,,,,,,,,,,,,,최근,1,2,3,3,0,0,0,9,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
당직,,,,,태우,,,,,,,,,,,상록,2,1,5,0,,7,3,17,2,4,,,,,,,,,,,,,상록,2,1,3,3,1,0,0,10,,
,,,,,,,,,,,,,,,,신우,2,0,4,0,,3,1,7,1,3,,,,,,,,,,,,,신우,2,0,0,0,2,0,0,4,,
일자,,11.15.(금),,,/태우/원석한솔승환다운누리미소소희형민(출장) 상은(오전)/지성종섭,,,,,,,,,,,다운,0,0,0,0,,5,0,10,1,3,,,,,,,,,,,,,다운,1,3,1,0,0,0,0,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:30~11:40,,로켓의 안정성과 폼로켓,,,(세)장비체험/SOS체험,,,(영)SOS체험/장비체험,,,로켓의 안정성과 폼로켓,,,방송/식당:윤.호,,지성,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,지성,0,0,0,0,0,0,0,0,,
담당,,용철,,,상록 훈 지현 / 신우,,,신우 / 효동 윤호,,,준범,,,,,용철,1,2,4,1,,5,4,14,2,2,,,,,,,,,,,,,용철,0,2,3,3,1,0,0,9,,
보조,,원혁,,,,,,,,,범수,,,,,윤호,4,0,8,1,,6,1,13,1,2,,,,윤호,,,,,,,,,윤호,0,2,0,4,1,0,0,7,,
비고/장소,,세미나실,,,MW MMU 4D / SOS,,,SOS / MW MMU 4D,,,팀미팅룸,,,,,정은,1,1,3,1,,1,5,7,2,0,,,,,,,,,,,,,정은,0,2,1,3,0,0,0,6,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"사회공헌(점암중앙중,12:30)",,지현,3,1,7,1,,5,1,11,2,3,,,,,,,,,,,,,지현,2,0,0,3,1,0,0,6,,
,,,,,,,,,,,,,,최.근신.우정.은범.수지.현용.철,,태우,2,1,5,2,,4,2,10,4,0,,,,,,,,,,,,,태우,0,1,1,3,1,0,0,6,,
,,,,,,,,,,,,,,,,훈,1,0,2,0,,4,0,8,1,2,,,,,,,,,,,,,훈,0,3,0,0,1,0,0,4,,
,,,,,,,,,,,,,,완도화홍초 사전답사,,범수,0,2,2,0,,0,7,7,1,0,,,,범수,,,,,,,,,범수,1,2,1,2,1,0,0,7,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,신.우,,누리,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,누리,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,미소,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,미소,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,원혁,0,3,3,0,,0,7,7,2,0,,,,,,,,,,,,,원혁,0,1,2,3,1,0,0,7,,
,,,,,,,,,,,,,,,,승환,0,0,0,0,,0,5,5,0,0,,,,,,,,,,,,,승환,1,2,2,0,0,0,0,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,덕흥천문대 관측(금),,한솔,0,0,0,0,,0,2,2,0,0,,,,,,,,,,,,,한솔,0,1,1,0,0,0,0,2,,
,,,,,,,,,,,,,,태우,,소희,0,0,0,0,,0,1,1,0,0,,,,,,,,,,,,,소희,1,0,0,0,0,0,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,휴일,담당,보조,근무,야근,,장비,,T,T,T,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
당직,,,,,"형민(사무실,재택)",,,,,,,,,,,원석,0,0,0,0,,0,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,성진,0,0,0,0,,0,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,종섭,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,형민,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
